Abbrev,Stat Name,Description,Unit,Pctile Dir,Available In,Data Source
MID2 FGA% (0-10s) Z,Midrange 2s FGA% (0-10s) % of Mid 2s,Percentage of all midrange 2s that were taken with 0 - 10 seconds remaining on the shot clock.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
MID2 FGA% (10-20s) A,Midrange 2s FGA% (10-20s) % of all shots,Percentage of all shots taken that were midrange 2s with 10 - 20 seconds remaining on the shot clock.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
MID2 FGA% (10-20s) C,Midrange 2s FGA% (10-20s) % of 10-20s shots,Percentage of all shots taken with 10 - 20 seconds remaining on the shot clock that were midrange 2s.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
MID2 FGA% (10-20s) Z,Midrange 2s FGA% (10-20s) % of Mid 2s,Percentage of all midrange 2s that were taken with 10 - 20 seconds remaining on the shot clock.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
MID2 FGA% (20-30s) A,Midrange 2s FGA% (20-30s) % of all shots,Percentage of all shots taken that were midrange 2s with 20 - 30 seconds remaining on the shot clock.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
MID2 FGA% (20-30s) C,Midrange 2s FGA% (20-30s) % of 20-30s shots,Percentage of all shots taken with 20 - 30 seconds remaining on the shot clock that were midrange 2s.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
MID2 FGA% (20-30s) Z,Midrange 2s FGA% (20-30s) % of Mid 2s,Percentage of all midrange 2s that were taken with 20 - 30 seconds remaining on the shot clock.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
MID2 FGM,Midrange 2s FGM,Field goals made on midrange 2s.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Lineup, Team Game PBP, On/Off",pbp
MID2 FGM (0-10s),Midrange 2s FGMs with 0-10 Secs on Shot Clock,The total number of field goals made on midrange 2s taken with 0 - 10 seconds remaining on the shot clock.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
MID2 FGM (10-20s),Midrange 2s FGMs with 10-20 Secs on Shot Clock,The total number of field goals made on midrange 2s taken with 10 - 20 seconds remaining on the shot clock.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
MID2 FGM (20-30s),Midrange 2s FGMs with 20-30 Secs on Shot Clock,The total number of field goals made on midrange 2s taken with 20 - 30 seconds remaining on the shot clock.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
MID2 uFGM,mid2FgmU,No description available,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
MID2 ORB CHNC,Midrange 2s Offensive Rebound Chances,The total number of offensive rebounds chances (offensive rebounds grabbed plus opponent defensive rebounds) on the team's missed midrange 2s.,Integer,Highest # = 100th,"Team Agg PBP, Team Game PBP",pbp
MID2 ORB%,Midrange 2s Offensive Rebounding Percentage,Percentage of the team's missed midrange 2s that were offensive rebounded by the team.,Percentage,Highest % = 100th,"Team Agg PBP, Team Game PBP",pbp
MID2 ORB,Midrange 2s Offensive Rebounds,The total number of offensive rebounds grabbed on the team's missed midrange 2s.,Integer,Highest # = 100th,"Team Agg PBP, Team Game PBP",pbp
MID2 REB CHNC,Midrange 2s Rebound Chances,The total number of rebounds chances (rebounds grabbed plus opponent rebounds) on the team's and opponent's missed midrange 2s.,Integer,Highest # = 100th,"Team Agg PBP, Team Game PBP",pbp
MID2 REB%,Midrange 2s Rebounding Percentage,Percentage of the team's and opponent's missed midrange 2s that were rebounded by the team.,Percentage,Highest % = 100th,"Team Agg PBP, Team Game PBP",pbp
PAINT2 REB%,Paint 2s Rebounding Percentage,Percentage of the team's and opponent's missed shots in the paint (but not at the rim) that were rebounded by the team.,Percentage,Highest % = 100th,"Team Agg PBP, Team Game PBP",pbp
MID2 REB,Midrange 2s Rebounds,The total number of rebounds grabbed on the team's and opponent's missed midrange 2s.,Integer,Highest # = 100th,"Team Agg PBP, Team Game PBP",pbp
MID2 ASTD%,Midrange Assisted Pct,The percentage of shots made from the midrange that were assisted.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
MID2 DRB CHNC,Midrange Defensive Rebound Chances,The total number of defensive rebounds chances (defensive rebounds grabbed plus opponent offensive rebounds) on opponent's missed midrange 2s.,Integer,Highest # = 100th,"Team Agg PBP, Team Game PBP",pbp
MID2 DRB%,Midrange Defensive Rebounding Percentage,Percentage of the opponent's missed midrange 2s that were defensive rebounded by the team.,Percentage,Highest % = 100th,"Team Agg PBP, Team Game PBP",pbp
MID2 DRB,Midrange Defensive Rebounds,The total number of defensive rebounds grabbed on opponent's missed midrange 2s.,Integer,Highest # = 100th,"Team Agg PBP, Team Game PBP",pbp
IN POSS,Minutes with Possession,"Number of minutes when the team is with possession. Due to minutes where neither team is in possession, team minutes + opponent minutes in possession do not add up to total game minutes.",Number,Highest # = 100th,"Team Agg PBP, Team Game PBP",pbp
IN POSS/G,Minutes with Possession / Game,"Number of minutes when the team is with possession, per game. Due to minutes where neither team is in possession, team minutes + opponent minutes in possession do not add up to total game minutes.",Number,Highest # = 100th,Team Agg PBP,pbp
OUT POSS,Minutes without Possession,"Number of minutes when the opposing team is with possession. Due to minutes where neither team is in possession, team minutes + opponent minutes in possession do not add up to total game minutes.",Number,Lowest # = 100th,"Team Agg PBP, Team Game PBP",pbp
OUT POSS/G,Minutes without Possession / Game,"Number of minutes when the opposing team is with possession, per game. Due to minutes where neither team is in possession, team minutes + opponent minutes in possession do not add up to total game minutes.",Number,Lowest # = 100th,Team Agg PBP,pbp
MP,Minutes Played,The total number of minutes played by the player.,Integer,Highest # = 100th,"Team Game, Player Agg, Team Agg, Player Game",box_score
MP*,Minutes Played (PBP),The totol number of minutes played by the player in games where play-by-play data was tracked and collected by the NCAA.,Integer,Highest # = 100th,"Player Game PBP, Team Game, Player Agg, Team Agg, Team Agg PBP, Player Agg PBP, Lineup, Team Game PBP, On/Off","box_score, pbp"
3PAr**NBA,NBA Three Point Attempt Rate,Percentage of the player's field goal attempts that were NBA-distance 3-point field goal attempts.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
3PA**NBA,NBA 3-Point Field Goal Attempts,The total number of NBA-distance 3-point field goal attempts taken.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
3P%**NBA,NBA 3-Point Percentage,Percentage of the player's NBA-distance 3-point field goal attempts that were made.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
3PM**NBA,NBA 3-Point Field Goals Made,The total number of NBA-distance 3-point field goals made.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
3PA%**NBA,NBA 3PAs as a percent of all 3PAs,Percentage of the player's 3-point attempts that were NBA-distance 3-point field goal attempts.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
NET Ranking,NCAA Net Ranking,The NCAA's Official NET Ranking metric.,Integer,Lowest # = 100th,"Team Agg, Team Agg PBP","box_score, pbp"
Net Rtg,Net Rating,Measures the team's point differential (points scored - points allowed) per 100 possessions.,Number,Highest # = 100th,"Team Game, Team Agg, Lineup, On/Off",box_score
Net Rtg**Adj,Net Rating (Adj for opponent),"The team's net rating, taking into account an adjustment based on the average Net Rating allowed by the team's opponents throughout the season.",Number,Highest # = 100th,Team Agg,kenpom
netRankAgst,netRankAgst,No description available,-,-,"Player Game PBP, Team Game, Player Game, Team Game PBP","box_score, pbp"
ORB%,Offensive Rebound Percentage,An estimate of the percentage of available offensive rebounds a player grabbed while he was on the floor.,Percentage,Highest % = 100th,"Player Game PBP, Team Game, Player Agg, Team Agg, Player Game, Lineup, On/Off",box_score
ORB%**Adj,Adjusted Offensive Rebound Percentage,"The team's offensive rebound percentage, taking into account an adjustment based on the average ORB% allowed by the team's opponents throughout the season.",Percentage,Highest % = 100th,Team Agg,kenpom
TOV OFFENSIVE,Offensive Foul Turnover,The total number of turnovers tagged by the scorer as an offensive foul turnover by the team.,Integer,Lowest # = 100th,"Team Agg PBP, Team Game PBP",pbp
OPF,Offensive Personal Fouls,The total number of offensive personal fouls committed.,Integer,Lowest # = 100th,"Player Game PBP, Team Game, Player Agg, Team Agg, Player Game, Team Agg PBP, Player Agg PBP, Lineup, Team Game PBP, On/Off","box_score, pbp"
OPFD,Offensive Personal Fouls Drawn,The total number of offensive personal fouls drawn by the player.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
ORtg,Offensive Rating,Points scored per 100 possessions by the team.,Number,Highest # = 100th,"Team Game, Team Agg, Lineup, On/Off",box_score
ORtg**Adj,Adjusted Offensive Rating,"The team's offensive rating, taking into account an adjustment based on the average offensive rating allowed by the team's opponents throughout the season.",Number,Highest # = 100th,Team Agg,kenpom
ORB,Offensive Rebounds,The total number of offensive rebounds.,Integer,Highest # = 100th,"Team Game, Player Agg, Team Agg, Player Game, Lineup, On/Off",box_score
oFirstChnc,oFirstChnc,No description available,-,-,"Team Agg PBP, Team Game PBP",pbp
OOB CHLG%,Out of Bounds Challenge Success Percentage,Percentage of coach challenges on out-of-bounds calls that were successful.,Percentage,Highest % = 100th,"Team Agg PBP, Team Game PBP",pbp
oPbkChnc,oPbkChnc,No description available,-,-,"Team Agg PBP, Team Game PBP",pbp
OPFD/100,Offensive Personal Fouls Drawn / 100 Poss,"The total number of offensive personal fouls drawn by the player, per 100 possessions played.",Number,Highest # = 100th,Team Agg PBP,pbp
OPFD/40,Offensive Personal Fouls Drawn / 40 Mins,"The total number of offensive personal fouls drawn by the player, per 40 minutes played.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
OPFD/G,Offensive Personal Fouls Drawn / Game,"The total number of offensive personal fouls drawn by the player, per game.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
OPFD%,Offensive Personal Fouls Drawn Percentage,The percentage of defensive possessions with an offensive personal foul drawn by the player.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
OPF%,Offensive Personal Fouls Percentage,The percentage of possessions with an offensive personal foul committed.,Percentage,Lowest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
OPF/100,Offensive Personal Fouls / 100 Poss,An estimate of the number of offensive personal fouls committed per 100 possessions played.,Number,Lowest # = 100th,"Team Agg, Team Agg PBP, Lineup, On/Off","box_score, pbp"
OPF/40,Offensive Personal Fouls / 40 Mins,The number of offensive personal fouls committed per 40 minutes played.,Number,Lowest # = 100th,"Player Agg, Team Agg, Team Agg PBP, Player Agg PBP, Lineup, On/Off","box_score, pbp"
OPF/G,Offensive Personal Fouls / Game,The number of offensive personal fouls committed per game.,Number,Lowest # = 100th,"Player Agg, Team Agg, Team Agg PBP, Player Agg PBP","box_score, pbp"
oPoss,oPoss,No description available,-,-,"Team Game, Team Agg, Team Agg PBP, Lineup, Team Game PBP","box_score, pbp"
2PA AGST,Opponent 2-Point Field Goal Attempts,The total number of 2-point field goal attempts taken by the opponent.,Integer,Lowest # = 100th,"Team Game, Team Agg",box_score
2PM AGST,Opponent 2-Point Field Goals Made,The total number of 2-point field goals made by the opponent.,Integer,Lowest # = 100th,"Team Game, Team Agg, Lineup, On/Off",box_score
SCP AGST,Opponent 2nd Chance Points,The total number of second chance points by the opponent.,Integer,Lowest # = 100th,"Team Game, Team Agg",box_score
3PA AGST,Opponent 3-Point Field Goal Attempts,The total number of 3-point field goal attempts taken by the opponent.,Integer,Lowest # = 100th,"Team Game, Player Agg, Team Agg, Player Game, Lineup, On/Off",box_score
3PM AGST,Opponent 3-Point Field Goals Made,The total number of 3-point field goals made by the opponent.,Integer,Lowest # = 100th,"Team Game, Team Agg, Lineup, On/Off",box_score
DRB AGST,Opponent Defensive Rebounds,The total number of defensive rebounds grabbed by the opponent.,Integer,Lowest # = 100th,"Team Game, Player Agg, Team Agg, Player Game, Lineup, On/Off",box_score
eFG% Agst,Opponent's Effective Field Goal Percentage,The opponent's field goal percentage taking into account the additional point from 3s.,Percentage,Lowest % = 100th,"Team Game, Team Agg",box_score
FBP AGST,Opponent Fast Break Points,The total number of fast break points scored by the opponent.,Integer,Lowest # = 100th,"Team Game, Team Agg",box_score
FGA AGST,Opponent Field Goal Attempts,The total number of field goal attempts taken by the opponent.,Integer,Lowest # = 100th,"Team Game, Player Agg, Team Agg, Player Game, Lineup, On/Off",box_score
FGM AGST,Opponent Field Goals Made,The total number of field goals made by the opponent.,Integer,Lowest # = 100th,"Team Game, Team Agg, Player Game, Lineup",box_score
FTA AGST,Opponent Free Throw Attempts,The total number of free throw attempts taken by the opponent.,Integer,Lowest # = 100th,"Team Game, Team Agg, Player Game, Lineup",box_score
FTM AGST,Opponent Free Throws Made,The total number of free throws made by the opponent.,Integer,Lowest # = 100th,"Team Game, Team Agg, Lineup, On/Off",box_score
ORB AGST,Opponent Offensive Rebounds,The total number of offensive rebounds grabbed by the opponent.,Integer,Lowest # = 100th,"Team Game, Player Agg, Team Agg, Player Game, Lineup, On/Off",box_score
PITP AGST,Opponent Points In The Paint,The total number of points scored in the paint by the opponent.,Integer,Lowest # = 100th,"Team Game, Team Agg",box_score
POTOV AGST,Opponent Points Off Turnovers,The total number of points off turnovers by the opponent.,Integer,Lowest # = 100th,"Team Game, Team Agg",box_score
REB AGST,Opponent Rebounds,The total number of rebounds grabbed by the opponent.,Integer,Lowest # = 100th,"Team Game, Player Agg, Team Agg, Player Game",box_score
TOV AGST,Opponent Turnovers,The total number of turnovers by the opponent.,Integer,Highest # = 100th,"Team Game, Team Agg, Player Game, Lineup",box_score
FTA Rate Agst,Opponent's Free Throw Attempt Rate,A player's free throw attempts as a percentage of their field goal attempts.,Percentage,Lowest % = 100th,"Team Game, Team Agg",box_score
ORB% Agst,Opponent's Offensive Rebound Percentage,An estimate of the percentage of available offensive rebounds a player grabbed while he was on the floor.,Percentage,Lowest % = 100th,"Team Game, Team Agg",box_score
TOV% Agst,Opponent's Turnover Percentage,The percentage of possessions used by the player that ends in a turnover.,Percentage,Highest % = 100th,"Team Game, Team Agg",box_score
ORBTV DIFF,"Team ORBs, TOVs Forced - Opponent ORBs, TOVs Forced",The number of offensive rebounds plus turnovers forced by the team minus the number of rebounds plus turnovers forced by the opposing team.,Integer,Highest # = 100th,"Team Game, Team Agg",box_score
ORBFG CHNC,ORB Chances off FGs,Total number of offensive rebound opportunities (offensive rebounds plus opponent defensive rebounds) off missed field goals.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
ORBFT CHNC,ORB Chances off FTs,Total number of offensive rebound opportunities (offensive rebounds plus opponent defensive rebounds) off missed free throws.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
